episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,custom_metrics/rounds_played_until_loss_mean,custom_metrics/rounds_played_until_loss_min,custom_metrics/rounds_played_until_loss_max,custom_metrics/round_outcome_mean,custom_metrics/round_outcome_min,custom_metrics/round_outcome_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-8.84370130910315,-190.0766543019899,-85.80236350438052,823.1304347826087,3,4000,False,44000,46,11,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-08-49,1579442929,55.5448112487793,880.5508935451508,2539,ip-172-31-0-36,172.31.0.36,880.5508935451508,44000,11,32.0,5,79,0.1956521739130435,0,1,53.10872289419462,13.567158760667997,7.267509816535343,43648,44000,39634.8,695.571,16371.942,51.506,64.90181818181819,29.500000000000004,0.12072727272727272,0.19246569355825532,1.5187499523162842,4.999999873689376e-05,2.1385298,-0.1614266,2.273106,0.0008312791,0.017679308,8.108105,0.0
-8.84370130910315,-190.0766543019899,-85.66475599123453,819.843137254902,5,4000,False,48000,51,12,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-09-46,1579442986,56.321895599365234,936.872789144516,2539,ip-172-31-0-36,172.31.0.36,936.872789144516,48000,12,31.829268292682926,5,79,0.19607843137254902,0,1,52.66374731425014,13.533968245901683,7.132932278459864,47616,48000,39449.774,712.815,16359.494,51.37,69.11785714285715,29.689285714285717,0.12767857142857145,0.1924656935582554,1.5187499523162842,4.999999873689376e-05,2.2953687,-0.1352798,2.3903494,8.1933315e-05,0.026534464,8.130816,0.0
-8.84370130910315,-190.0766543019899,-87.51201246694612,835.0909090909091,4,4000,False,52000,55,13,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-10-38,1579443038,52.38992977142334,989.2627189159393,2539,ip-172-31-0-36,172.31.0.36,989.2627189159393,52000,13,32.644444444444446,5,79,0.18181818181818182,0,1,52.56544656305079,13.55824285186527,7.055841166306056,51584,52000,38822.295,701.687,16345.375,51.389,61.73396226415094,29.667924528301885,0.12339622641509435,0.19246569355825535,2.278125047683716,4.999999873689376e-05,1.3710771,-0.14621463,1.470147,0.004704022,0.020694546,8.131304,0.0
-8.84370130910315,-190.0766543019899,-87.20215003859701,835.5862068965517,3,4000,False,56000,58,14,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-11-30,1579443090,51.15878748893738,1040.4215064048767,2539,ip-172-31-0-36,172.31.0.36,1040.4215064048767,56000,14,32.808510638297875,5,79,0.1896551724137931,0,1,52.06913365241915,13.459738494765137,6.9574650426483196,55552,56000,38214.168,689.958,16329.375,51.502,62.12941176470589,29.98039215686274,0.13647058823529412,0.19246569355825538,3.417187452316284,4.999999873689376e-05,2.518648,-0.11401173,2.5978591,0.0002488417,0.010184065,8.099266,0.0
-8.84370130910315,-190.0766543019899,-89.55030841452371,853.655737704918,3,4000,False,60000,61,15,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-12-25,1579443145,54.470195293426514,1094.8917016983032,2539,ip-172-31-0-36,172.31.0.36,1094.8917016983032,60000,15,33.6,5,79,0.18032786885245902,0,1,52.08684213925344,13.506084714883777,6.920970091742812,59520,60000,37800.978,682.28,16345.075,49.863,66.4462962962963,29.86296296296296,0.1262962962962963,0.19246569355825535,3.417187452316284,4.999999873689376e-05,1.5419841,-0.14212771,1.647846,0.0025785163,0.010612779,8.102518,0.0
-8.84370130910315,-190.0766543019899,-88.96498769262917,859.5970149253732,6,4000,False,64000,67,16,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-13-19,1579443199,53.94407939910889,1148.835781097412,2539,ip-172-31-0-36,172.31.0.36,1148.835781097412,64000,16,32.27777777777778,5,79,0.19402985074626866,0,1,51.71298014068445,13.466080684094988,6.805045567708418,63488,64000,37461.758,694.47,16326.49,49.847,67.05094339622642,30.14150943396226,0.1220754716981132,0.19246569355825535,3.417187452316284,4.999999873689376e-05,2.8739123,-0.12055759,2.9581308,9.023758e-05,0.010634227,8.089262,0.0
-8.84370130910315,-190.0766543019899,-90.05114596480585,873.7746478873239,4,4000,False,68000,71,17,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-14-14,1579443254,55.2353036403656,1204.0710847377777,2539,ip-172-31-0-36,172.31.0.36,1204.0710847377777,68000,17,33.05172413793103,5,79,0.18309859154929578,0,1,51.56595110375498,13.478556471737704,6.7515465277830815,67456,68000,37714.672,684.095,16324.855,49.933,66.71454545454546,30.076363636363627,0.13163636363636363,0.19246569355825532,3.417187452316284,4.999999873689376e-05,2.2318099,-0.14732772,2.3418803,-0.00019412657,0.010902976,8.084285,0.0
-8.84370130910315,-190.0766543019899,-89.6607125031817,876.9868421052631,5,4000,False,72000,76,18,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-15-10,1579443310,56.12872862815857,1260.1998133659363,2539,ip-172-31-0-36,172.31.0.36,1260.1998133659363,72000,18,33.193548387096776,5,79,0.18421052631578946,0,1,51.781828234600844,13.59273218460114,6.724036940717419,71424,72000,37878.6,675.726,16323.289,49.789,66.525,30.298214285714288,0.12267857142857144,0.1924656935582554,3.417187452316284,4.999999873689376e-05,3.39983,-0.12907876,3.4945197,0.000221985,0.010063539,8.064235,0.0
-8.84370130910315,-190.0766543019899,-90.21719452530517,884.8518518518518,5,4000,False,76000,81,19,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-16-07,1579443367,56.620685338974,1316.8204987049103,2539,ip-172-31-0-36,172.31.0.36,1316.8204987049103,76000,19,33.54545454545455,5,79,0.18518518518518517,0,1,51.17701268471987,13.464221384803379,6.6160726639764125,75392,76000,37751.491,676.245,16312.637,50.063,72.06363636363636,30.24909090909092,0.1361818181818182,0.19246569355825532,3.417187452316284,4.999999873689376e-05,2.5066216,-0.12704213,2.5961106,0.00016493567,0.010989399,8.062248,0.0
-8.84370130910315,-190.0766543019899,-88.7179741227805,871.6823529411764,4,4000,False,80000,85,20,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-17-02,1579443422,54.461519956588745,1371.282018661499,2539,ip-172-31-0-36,172.31.0.36,1371.282018661499,80000,20,33.04347826086956,5,79,0.18823529411764706,0,1,51.099214510420076,13.47645599901448,6.575275217069934,79360,80000,37523.417,675.576,16302.277,50.043,60.55,30.414814814814804,0.12333333333333332,0.19246569355825535,3.417187452316284,4.999999873689376e-05,3.0778282,-0.118733935,3.1602154,0.0018879925,0.010636543,8.050886,0.0
-8.84370130910315,-190.0766543019899,-88.8991112598126,869.816091954023,2,4000,False,84000,87,21,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-17-55,1579443475,52.707881927490234,1423.9899005889893,2539,ip-172-31-0-36,172.31.0.36,1423.9899005889893,84000,21,32.929577464788736,5,79,0.1839080459770115,0,1,50.8990392184156,13.428208850431401,6.537167707693823,83328,84000,37244.471,683.268,16299.399,40.818,61.62075471698114,30.39811320754716,0.14358490566037735,0.19246569355825535,3.417187452316284,4.999999873689376e-05,2.0750608,-0.14582942,2.1817095,0.00078249746,0.011465755,8.057529,0.0
-8.84370130910315,-190.0766543019899,-87.73206578066088,855.8494623655914,6,4000,False,88000,93,22,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-18-54,1579443534,58.343523025512695,1482.333423614502,2539,ip-172-31-0-36,172.31.0.36,1482.333423614502,88000,22,32.27272727272727,5,79,0.17204301075268819,0,1,51.04948336961182,13.512801637192823,6.503362809100128,87296,88000,37438.874,666.432,16324.071,40.823,67.44310344827586,30.593103448275862,0.11896551724137931,0.19246569355825538,3.417187452316284,4.999999873689376e-05,2.0848644,-0.12040891,2.0923774,0.0016680744,0.033037715,8.071179,0.0
-8.84370130910315,-190.0766543019899,-87.94378166524551,862.0315789473684,2,4000,False,92000,95,23,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-19-58,1579443598,64.3670129776001,1546.700436592102,2539,ip-172-31-0-36,172.31.0.36,1546.700436592102,92000,23,32.02564102564103,5,79,0.17894736842105263,0,1,51.20691168866015,13.574106914211626,6.504642720658628,91264,92000,38605.221,667.97,16365.016,40.668,70.26507936507937,30.477777777777785,0.10444444444444445,0.19246569355825532,5.125781059265137,4.999999873689376e-05,1.7464447,-0.109284446,1.8230962,-0.00032176127,0.006366408,8.065538,0.0
-8.84370130910315,-190.0766543019899,-91.8067658061032,916.14,8,4000,False,96000,103,24,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-20-58,1579443658,59.685107469558716,1606.3855440616608,2539,ip-172-31-0-36,172.31.0.36,1606.3855440616608,96000,24,33.28395061728395,5,79,0.19,0,1,50.48312131038913,13.491199492693845,6.242106409447974,95232,96000,39441.905,667.931,16392.599,41.042,71.64999999999999,30.76379310344828,0.12275862068965518,0.19246569355825538,5.125781059265137,4.999999873689376e-05,2.4920359,-0.108233064,2.5668595,0.0002810801,0.006517895,8.059355,0.0
-8.84370130910315,-190.0766543019899,-91.60686963373914,910.3,3,4000,False,100000,106,25,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-21-49,1579443709,50.37681174278259,1656.7623558044434,2539,ip-172-31-0-36,172.31.0.36,1656.7623558044434,100000,25,32.97560975609756,5,79,0.18,0,1,50.32668412110395,13.492358308647159,6.137424441075746,99200,100000,39032.548,674.336,16385.529,40.756,63.026,30.764000000000006,0.14200000000000002,0.19246569355825538,5.125781059265137,4.999999873689376e-05,3.5397105,-0.11284295,3.6188745,0.00020442855,0.00657047,8.05412,0.0
-8.84370130910315,-190.0766543019899,-90.63862418857799,890.5,5,4000,False,104000,111,26,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-22-43,1579443763,53.468857526779175,1710.2312133312225,2539,ip-172-31-0-36,172.31.0.36,1710.2312133312225,104000,26,32.096385542168676,5,79,0.17,0,1,49.78675883169676,13.411167112756916,5.98107693706453,103168,104000,38983.985,673.286,16386.772,41.463,62.94150943396227,30.981132075471706,0.11245283018867924,0.19246569355825535,5.125781059265137,4.999999873689376e-05,2.0502121,-0.12571317,2.135514,0.0027245323,0.007883936,8.05609,0.0
-8.84370130910315,-190.0766543019899,-91.00297550480911,893.61,3,4000,False,108000,114,27,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-23-35,1579443815,51.74980139732361,1761.9810147285461,2539,ip-172-31-0-36,172.31.0.36,1761.9810147285461,108000,27,32.31325301204819,5,79,0.17,0,1,49.26720074197258,13.32991898577692,5.8888338204372985,107136,108000,38624.799,684.553,16385.112,41.452,63.99999999999999,30.95961538461538,0.13038461538461538,0.19246569355825535,5.125781059265137,4.999999873689376e-05,2.7054496,-0.113020346,2.7830436,0.005395322,0.0069114026,8.044344,0.0
-8.84370130910315,-195.6605744528202,-91.78459782515398,909.35,5,4000,False,112000,119,28,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-24-31,1579443871,56.32158851623535,1818.3026032447815,2539,ip-172-31-0-36,172.31.0.36,1818.3026032447815,112000,28,32.9277108433735,5,79,0.17,0,1,49.52082924197134,13.433373538765368,5.866501438961944,111104,112000,38647.494,692.87,16383.223,41.483,69.28363636363638,31.110909090909086,0.1310909090909091,0.19246569355825532,5.125781059265137,4.999999873689376e-05,2.1279848,-0.110327624,2.2055101,0.122400716,0.0063995384,8.045576,0.0
-8.84370130910315,-195.6605744528202,-90.38371127252707,905.3,4,4000,False,116000,123,29,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-25-27,1579443927,56.11509656906128,1874.4176998138428,2539,ip-172-31-0-36,172.31.0.36,1874.4176998138428,116000,29,32.5375,5,71,0.2,0,1,48.94985063051961,13.35239552338569,5.771468305802322,115072,116000,38580.364,696.042,16399.665,41.275,70.2309090909091,31.058181818181826,0.132,0.19246569355825532,5.125781059265137,4.999999873689376e-05,4.0514026,-0.10092863,4.121127,-0.0008483202,0.006087655,8.040674,0.0
-8.84370130910315,-195.6605744528202,-90.84716932854079,910.8,4,4000,False,120000,127,30,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-26-24,1579443984,56.60627365112305,1931.0239734649658,2539,ip-172-31-0-36,172.31.0.36,1931.0239734649658,120000,30,32.775,5,71,0.2,0,1,49.07038688530821,13.41649960664054,5.768707761501656,119040,120000,38784.255,696.945,16408.915,41.361,67.55357142857143,31.292857142857144,0.10553571428571429,0.1924656935582554,5.125781059265137,4.999999873689376e-05,1.8710026,-0.13102725,1.9482137,0.003861881,0.010499111,8.036734,0.0
-8.84370130910315,-195.6605744528202,-91.90331169754845,936.12,4,4000,False,124000,131,31,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-27-17,1579444037,52.71587777137756,1983.7398512363434,2539,ip-172-31-0-36,172.31.0.36,1983.7398512363434,124000,31,32.97435897435897,5,71,0.22,0,1,48.2914343110705,13.257497712811576,5.6548450839383415,123008,124000,38773.129,687.338,16431.519,39.955,61.12641509433962,31.23962264150944,0.12509433962264152,0.19246569355825535,5.125781059265137,4.999999873689376e-05,2.3972957,-0.11119933,2.4735081,0.018232781,0.00682566,8.034321,0.0
-8.84370130910315,-195.6605744528202,-90.87830579529704,923.43,4,4000,False,128000,135,32,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-28-11,1579444091,53.90355110168457,2037.643402338028,2539,ip-172-31-0-36,172.31.0.36,2037.643402338028,128000,32,32.45569620253165,5,71,0.21,0,1,48.52452897425506,13.358285576631824,5.6602309419829995,126976,128000,38315.314,701.142,16431.423,40.013,69.10943396226415,31.464150943396216,0.1260377358490566,0.19246569355825535,5.125781059265137,4.999999873689376e-05,1.8336449,-0.13038048,1.9222443,0.0026986888,0.008151205,8.028204,0.0
-8.84370130910315,-195.6605744528202,-90.62374444422014,921.82,2,4000,False,132000,137,33,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-29-09,1579444149,57.709789991378784,2095.3531923294067,2539,ip-172-31-0-36,172.31.0.36,2095.3531923294067,132000,33,32.40506329113924,5,71,0.21,0,1,48.50135634050922,13.358815029046507,5.647329015823399,130944,132000,37660.316,714.016,16406.348,40.175,66.19824561403509,31.36315789473684,0.12157894736842106,0.1924656935582554,5.125781059265137,4.999999873689376e-05,1.9163499,-0.1282605,2.0049632,0.009431308,0.0077349306,8.018916,0.0
-24.490800515434287,-195.6605744528202,-94.17502838783372,953.66,6,4000,False,136000,143,34,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-30-07,1579444207,57.42392563819885,2152.7771179676056,2539,ip-172-31-0-36,172.31.0.36,2152.7771179676056,136000,34,32.79012345679013,5,71,0.19,0,1,47.99243143680411,13.269594275067252,5.562713154528699,134912,136000,37418.531,713.208,16423.436,39.781,67.87543859649124,31.60701754385965,0.11824561403508771,0.1924656935582554,5.125781059265137,4.999999873689376e-05,2.447403,-0.09080894,2.3705487,-0.00045355866,0.03270981,8.042671,0.0
-24.490800515434287,-195.6605744528202,-94.63503740024558,966.85,6,4000,False,140000,149,35,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-31-01,1579444261,53.928499698638916,2206.7056176662445,2539,ip-172-31-0-36,172.31.0.36,2206.7056176662445,140000,35,33.54320987654321,5,71,0.19,0,1,48.1247843361789,13.344383705907378,5.557222606169611,138880,140000,37780.414,714.417,16416.191,40.053,68.17358490566038,31.594339622641506,0.11773584905660378,0.19246569355825535,7.688672065734863,4.999999873689376e-05,2.197384,-0.10772799,2.2660394,0.008084595,0.0050818324,8.038168,0.0
-24.490800515434287,-195.6605744528202,-92.43561916180077,953.08,5,4000,False,144000,154,36,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-31-57,1579444317,55.70333385467529,2262.40895152092,2539,ip-172-31-0-36,172.31.0.36,2262.40895152092,144000,36,32.9746835443038,5,71,0.21,0,1,48.00475566723432,13.349749605978722,5.531405886030019,142848,144000,38005.544,718.265,16409.094,40.828,67.74181818181819,31.78909090909091,0.12036363636363638,0.19246569355825532,7.688672065734863,4.999999873689376e-05,4.262628,-0.084406026,4.319515,0.036605574,0.0035791602,8.035015,0.0
-24.490800515434287,-195.6605744528202,-91.08281956541637,928.39,5,4000,False,148000,159,37,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-32-54,1579444374,56.30955481529236,2318.718506336212,2539,ip-172-31-0-36,172.31.0.36,2318.718506336212,148000,37,31.6375,5,71,0.2,0,1,48.33373845255497,13.464003446553324,5.54527785714709,146816,148000,38441.235,717.478,16429.467,41.283,68.33928571428571,31.719642857142862,0.12964285714285714,0.1924656935582554,3.8443360328674316,4.999999873689376e-05,1.8186097,-0.13031746,1.9108559,0.01786475,0.009903187,8.025892,0.0
-23.802901231722725,-195.6605744528202,-89.68836273948662,915.3,4,4000,False,152000,163,38,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-33-56,1579444436,62.21948957443237,2380.9379959106445,2539,ip-172-31-0-36,172.31.0.36,2380.9379959106445,152000,38,31.6375,5,71,0.2,0,1,47.91923780968889,13.366738280095666,5.49530404014769,150784,152000,39025.205,718.542,16435.285,41.394,72.74333333333333,31.839999999999993,0.09733333333333331,0.19246569355825535,3.8443360328674316,4.999999873689376e-05,3.0481446,-0.102655694,3.118723,0.00014154181,0.008344043,8.021125,0.0
-23.802901231722725,-195.6605744528202,-90.17779710016612,925.23,2,4000,False,156000,165,39,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-34-50,1579444490,53.66082739830017,2434.5988233089447,2539,ip-172-31-0-36,172.31.0.36,2434.5988233089447,156000,39,32.037974683544306,5,71,0.21,0,1,48.207973700672454,13.456364669522982,5.520024372398413,154752,156000,38783.537,714.494,16435.193,41.645,68.05094339622642,31.896226415094333,0.1260377358490566,0.19246569355825535,3.8443360328674316,4.999999873689376e-05,2.1866145,-0.100070946,2.256255,-5.536887e-05,0.007915697,8.011447,0.0
-23.802901231722725,-195.6605744528202,-91.4159450086992,936.46,4,4000,False,160000,169,40,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-35-40,1579444540,49.688249588012695,2484.2870728969574,2539,ip-172-31-0-36,172.31.0.36,2484.2870728969574,160000,40,32.88607594936709,5,71,0.21,0,1,47.87222689152593,13.356238138760423,5.472549472237168,158720,160000,38076.571,714.431,16450.395,42.112,61.755102040816325,32.21836734693877,0.14448979591836736,0.1924656935582554,3.8443360328674316,4.999999873689376e-05,2.192239,-0.10855736,2.2685528,0.003308769,0.00838733,8.002247,0.0
-23.802901231722725,-195.6605744528202,-92.00571053197552,946.85,5,4000,False,164000,174,41,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-36-31,1579444591,50.67064547538757,2534.957718372345,2539,ip-172-31-0-36,172.31.0.36,2534.957718372345,164000,41,33.15384615384615,5,71,0.22,0,1,47.90893390261368,13.37568445044849,5.459013460167621,162688,164000,37877.809,727.343,16431.734,42.361,60.125490196078424,32.12549019607843,0.1319607843137255,0.19246569355825538,3.8443360328674316,4.999999873689376e-05,3.225325,-0.10472108,3.2999587,-0.00054886646,0.007826498,7.9965143,0.0
-23.802901231722725,-195.6605744528202,-91.84541759379982,947.65,4,4000,False,168000,178,42,4dffbfd93aa545ab85d78cc126a892a3,2020-01-19_14-37-28,1579444648,57.53599786758423,2592.493716239929,2539,ip-172-31-0-36,172.31.0.36,2592.493716239929,168000,42,33.05194805194805,5,71,0.23,0,1,48.11107903109469,13.455632670054648,5.47657781129405,166656,168000,38237.194,713.755,16448.71,42.621,68.49824561403508,32.30701754385965,0.11526315789473685,0.1924656935582554,3.8443360328674316,4.999999873689376e-05,2.6612809,-0.11614307,2.7428386,-7.690922e-09,0.008996339,7.9877367,0.0
